'id','visitor_id','shop_id','zone_id','timestamp','current_location'
5044,67,11,4,'2024-06-05 13:09:23.959465','POINT (55.27977149295659 25.19726052049375)'
5045,67,0,'','2024-06-05 13:12:23.904700','POINT (55.279377649088445 25.198430377068263)'
5046,67,0,'','2024-06-05 13:15:23.849935','POINT (55.279516416977515 25.198619806265658)'
5047,67,10,2,'2024-06-05 13:18:23.795170','POINT (55.278575551127254 25.19822725877939)'
5048,67,1,6,'2024-06-05 13:21:23.740405','POINT (55.27918759318079 25.197761677764408)'
5049,67,1,6,'2024-06-05 13:24:23.685640','POINT (55.27926370818043 25.19798310834957)'
5050,67,4,3,'2024-06-05 13:27:23.630875','POINT (55.28013901535875 25.198341554547685)'
5051,67,10,2,'2024-06-05 13:30:23.576110','POINT (55.27862971471642 25.198128909753834)'
5052,67,1,6,'2024-06-05 13:33:23.521345','POINT (55.27922233543062 25.1978461941277)'
5053,67,10,2,'2024-06-05 13:36:23.466580','POINT (55.27865817982795 25.198174083832647)'
5054,67,11,4,'2024-06-05 13:39:23.411815','POINT (55.279537031285265 25.19743635001631)'
5055,67,9,4,'2024-06-05 13:42:23.357050','POINT (55.28050764955084 25.1974824696371)'
5056,67,0,'','2024-06-05 13:45:23.302285','POINT (55.27886278909514 25.1977819656476)'
5057,67,9,4,'2024-06-05 13:48:23.247520','POINT (55.2804673963499 25.197409438866618)'
5058,67,1,6,'2024-06-05 13:51:23.192755','POINT (55.27929716704866 25.19789221558693)'
5059,67,10,2,'2024-06-05 13:54:23.137990','POINT (55.278205957268696 25.198411389584276)'
5060,67,10,2,'2024-06-05 13:57:23.083225','POINT (55.27830058654122 25.198445060808456)'
5061,67,4,3,'2024-06-05 14:00:23.028460','POINT (55.28017000757982 25.19825479041778)'
5062,67,0,'','2024-06-05 14:03:22.973695','POINT (55.2800222947052 25.198077109724824)'
5063,67,2,1,'2024-06-05 14:06:22.918930','POINT (55.278858022064895 25.198855122735303)'
5064,67,1,6,'2024-06-05 14:09:22.864165','POINT (55.27919925884926 25.19819125522786)'
5065,67,0,'','2024-06-05 14:12:22.809400','POINT (55.28006245177743 25.197900092955145)'
5066,67,0,'','2024-06-05 14:15:22.754635','POINT (55.27913697943652 25.198337373878978)'
5067,67,1,6,'2024-06-05 14:18:22.699870','POINT (55.27931228490524 25.198144106110373)'
5068,67,2,1,'2024-06-05 14:21:22.645105','POINT (55.278624643914554 25.199095842354435)'
5069,67,10,2,'2024-06-05 14:24:22.590340','POINT (55.27866937123332 25.198272124595174)'
5070,67,10,2,'2024-06-05 14:27:22.535575','POINT (55.27796937618429 25.198213522461682)'
5071,67,10,2,'2024-06-05 14:30:22.480810','POINT (55.27810726864308 25.198326292703115)'
5072,67,11,4,'2024-06-05 14:33:22.426045','POINT (55.280238625845804 25.19712456956355)'
5073,67,10,2,'2024-06-05 14:36:22.371280','POINT (55.277972680427496 25.198152576304317)'
5074,67,2,1,'2024-06-05 14:39:22.316515','POINT (55.27876871275879 25.198981790037866)'
5075,67,0,'','2024-06-05 14:42:22.261750','POINT (55.28030093859272 25.197832595182582)'
5076,67,9,4,'2024-06-05 14:45:22.206985','POINT (55.28031311151286 25.197428721839604)'
5077,67,8,4,'2024-06-05 14:48:22.152220','POINT (55.280069363704136 25.197728977579292)'
5078,67,0,'','2024-06-05 14:51:22.097455','POINT (55.27894615597327 25.197618684597316)'
5079,67,2,1,'2024-06-05 14:54:22.042690','POINT (55.278628156283425 25.19892700615627)'
5080,67,9,4,'2024-06-05 14:57:21.987925','POINT (55.280375367493974 25.19752003811353)'
5081,67,5,3,'2024-06-05 15:00:21.933160','POINT (55.28039306225831 25.19807340126449)'
5082,67,11,4,'2024-06-05 15:03:21.878395','POINT (55.28001735283636 25.197331419293814)'
5083,67,11,4,'2024-06-05 15:06:21.823630','POINT (55.28015793449637 25.197017423066427)'
5084,67,0,'','2024-06-05 15:09:21.768865','POINT (55.27904547993334 25.19840167290811)'
5085,67,0,'','2024-06-05 15:12:21.714100','POINT (55.280575811474854 25.19761025265981)'
5086,67,1,6,'2024-06-05 15:15:21.659335','POINT (55.2791206464028 25.197838214067943)'
5087,67,11,4,'2024-06-05 15:18:21.604570','POINT (55.280141235641175 25.197139696318303)'
5088,67,5,3,'2024-06-05 15:21:21.549805','POINT (55.28044296123206 25.19788716292686)'
5089,67,0,'','2024-06-05 15:24:21.495040','POINT (55.27912582482164 25.197544883957814)'
5090,67,0,'','2024-06-05 15:27:21.440275','POINT (55.2798881915243 25.198085107276345)'
5091,67,4,3,'2024-06-05 15:30:21.385510','POINT (55.279761060325775 25.198278116769668)'
5092,67,4,3,'2024-06-05 15:33:21.330745','POINT (55.280089252639335 25.198299455982283)'
5093,67,0,'','2024-06-05 15:36:21.275980','POINT (55.27895304669945 25.198588548598153)'
5094,67,0,'','2024-06-05 15:39:21.221215','POINT (55.27943799766618 25.197632679661506)'
5095,67,0,'','2024-06-05 15:42:21.166450','POINT (55.27900364563199 25.19767197896849)'
5096,67,10,2,'2024-06-05 15:45:21.111685','POINT (55.27853304632432 25.198201158747842)'
5097,67,2,1,'2024-06-05 15:48:21.056920','POINT (55.278812842652 25.198690809313305)'
5098,67,5,3,'2024-06-05 15:51:21.002155','POINT (55.2804304829752 25.197801888664376)'
5099,67,4,3,'2024-06-05 15:54:20.947390','POINT (55.280086732237976 25.19814536080812)'
5100,67,3,1,'2024-06-05 15:57:20.892625','POINT (55.279317016242096 25.19883723272589)'
5101,67,4,3,'2024-06-05 16:00:20.837860','POINT (55.279850757246074 25.19820054148154)'
5102,67,4,3,'2024-06-05 16:03:20.783095','POINT (55.279756961765074 25.198292776066147)'
5103,67,7,2,'2024-06-05 16:06:20.728330','POINT (55.27874009398536 25.19839848505343)'
5104,67,0,'','2024-06-05 16:09:20.673565','POINT (55.278506925195444 25.19867236571827)'
5105,67,10,2,'2024-06-05 16:12:20.618800','POINT (55.278738905237866 25.198129677475958)'
5106,67,0,'','2024-06-05 16:15:20.564035','POINT (55.279601473837225 25.198034858357627)'
5107,67,11,4,'2024-06-05 16:18:20.509270','POINT (55.27952804543033 25.19755814250404)'
5108,67,4,3,'2024-06-05 16:21:20.454505','POINT (55.28000608588415 25.19842944336775)'
5109,67,11,4,'2024-06-05 16:24:20.399740','POINT (55.27987027235527 25.19745351823639)'
5110,67,6,2,'2024-06-05 16:27:20.344975','POINT (55.2785362115053 25.19836927586966)'
5111,67,0,'','2024-06-05 16:30:20.290210','POINT (55.27956111567478 25.198577255783118)'
5112,67,0,'','2024-06-05 16:33:20.235445','POINT (55.2794541253475 25.197851806539475)'
5113,67,0,'','2024-06-05 16:36:20.180680','POINT (55.27996360321694 25.198559978174384)'
5114,67,0,'','2024-06-05 16:39:20.125915','POINT (55.27933343884499 25.19754077590393)'
5115,67,0,'','2024-06-05 16:42:20.071150','POINT (55.28036455339928 25.19722945801365)'
5116,99,0,'','2024-03-11 18:27:04.000000','POINT (55.2805884 25.19755989999999)'
5117,99,0,'','2024-03-11 18:30:04.654206','POINT (55.2795735999096 25.19812011012611)'
5118,99,5,3,'2024-03-11 18:33:05.308412','POINT (55.280434130123936 25.19811688517696)'
5119,99,10,2,'2024-03-11 18:36:05.962618','POINT (55.278499979348226 25.19833963989501)'
5120,99,2,1,'2024-03-11 18:39:06.616824','POINT (55.278627203909686 25.19899320811105)'
5121,99,0,'','2024-03-11 18:42:07.271030','POINT (55.279144130403544 25.198404883694007)'
5122,99,6,2,'2024-03-11 18:45:07.925236','POINT (55.27839276908974 25.198492873613873)'
5123,99,6,2,'2024-03-11 18:48:08.579442','POINT (55.27852597098493 25.198499418657093)'
5124,99,10,2,'2024-03-11 18:51:09.233648','POINT (55.27821199739966 25.198366565935466)'
5125,99,0,'','2024-03-11 18:54:09.887854','POINT (55.278412767295585 25.19888750648612)'
5126,99,11,4,'2024-03-11 18:57:10.542060','POINT (55.280117521505304 25.197186933514548)'
5127,95,0,'','2024-10-28 11:45:40.000000','POINT (55.2805884 25.19755989999999)'
5128,95,6,2,'2024-10-28 11:48:40.000000','POINT (55.27851034585847 25.19863944446423)'
5129,95,1,6,'2024-10-28 11:51:40.000000','POINT (55.279265018286765 25.19778532028917)'
5130,95,4,3,'2024-10-28 11:54:40.000000','POINT (55.28002069172772 25.198197856695852)'
5131,95,10,2,'2024-10-28 11:57:40.000000','POINT (55.27840752090381 25.19834685908126)'
5132,95,6,2,'2024-10-28 12:00:40.000000','POINT (55.27838283792623 25.1985754024981)'
5133,95,9,4,'2024-10-28 12:03:40.000000','POINT (55.28035371951384 25.19738184066384)'
5134,95,5,3,'2024-10-28 12:06:40.000000','POINT (55.28022381040697 25.19802737489687)'
5135,95,11,4,'2024-10-28 12:09:40.000000','POINT (55.28019271460405 25.197130410338612)'
5136,95,0,'','2024-10-28 12:12:40.000000','POINT (55.27870255214306 25.19869184104242)'
5137,95,5,3,'2024-10-28 12:15:40.000000','POINT (55.280423596952126 25.198038125910944)'
5138,95,0,'','2024-10-28 12:18:40.000000','POINT (55.279339308729675 25.198742821766125)'
5139,95,5,3,'2024-10-28 12:21:40.000000','POINT (55.280367882400704 25.198254041833348)'
5140,95,11,4,'2024-10-28 12:24:40.000000','POINT (55.2798283946047 25.19752016302898)'
5141,95,11,4,'2024-10-28 12:27:40.000000','POINT (55.27967851480478 25.197534801501646)'
5142,95,11,4,'2024-10-28 12:30:40.000000','POINT (55.27993115286484 25.197370446591574)'
5143,95,10,2,'2024-10-28 12:33:40.000000','POINT (55.27815839609667 25.19814945031239)'
5144,95,11,4,'2024-10-28 12:36:40.000000','POINT (55.27954584678906 25.197581847259695)'
5145,95,0,'','2024-10-28 12:39:40.000000','POINT (55.27924218620853 25.19765897635393)'
5146,95,10,2,'2024-10-28 12:42:40.000000','POINT (55.27856959574322 25.19802156247103)'
5147,95,11,4,'2024-10-28 12:45:40.000000','POINT (55.27984900021061 25.197509179071737)'
5148,95,3,1,'2024-10-28 12:48:40.000000','POINT (55.27911281093797 25.198649696280313)'
5149,95,11,4,'2024-10-28 12:51:40.000000','POINT (55.280157493196484 25.197298240807047)'
5150,95,0,'','2024-10-28 12:54:40.000000','POINT (55.278332599999985 25.19883599999999)'
5151,43,0,'','2024-05-01 15:54:18.000000','POINT (55.2805884 25.19755989999999)'
5152,43,11,4,'2024-05-01 15:57:17.927536','POINT (55.279668617283384 25.197707591295828)'
5153,43,0,'','2024-05-01 16:00:17.855072','POINT (55.27966218458891 25.19846744125578)'
5154,43,0,'','2024-05-01 16:03:17.782608','POINT (55.28007454348978 25.1979765486869)'
5155,43,0,'','2024-05-01 16:06:17.710144','POINT (55.280481473447885 25.197576089945755)'
5156,43,11,4,'2024-05-01 16:09:17.637680','POINT (55.27944943567237 25.19741846953347)'
5157,43,0,'','2024-05-01 16:12:17.565216','POINT (55.2788396085881 25.198523841049425)'
5158,43,0,'','2024-05-01 16:15:17.492752','POINT (55.27921239739857 25.19856316199314)'
5159,43,0,'','2024-05-01 16:18:17.420288','POINT (55.280261302244114 25.197858525890123)'
5160,43,3,1,'2024-05-01 16:21:17.347824','POINT (55.27927731800081 25.198724531667434)'
5161,43,1,6,'2024-05-01 16:24:17.275360','POINT (55.27908269638631 25.197966215816233)'
5162,43,0,'','2024-05-01 16:27:17.202896','POINT (55.27937282293673 25.198376693540734)'
5163,43,0,'','2024-05-01 16:30:17.130432','POINT (55.27958442425148 25.19861258121569)'
5164,43,10,2,'2024-05-01 16:33:17.057968','POINT (55.27834281277571 25.198285898784487)'
5165,43,5,3,'2024-05-01 16:36:16.985504','POINT (55.28044117222679 25.19809368860628)'
5166,43,0,'','2024-05-01 16:39:16.913040','POINT (55.27893539757823 25.198466859566658)'
5167,43,10,2,'2024-05-01 16:42:16.840576','POINT (55.27879461295546 25.198040070295992)'
5168,43,7,2,'2024-05-01 16:45:16.768112','POINT (55.27879714007278 25.198457656102875)'
5169,43,10,2,'2024-05-01 16:48:16.695648','POINT (55.278445514403224 25.198052013194967)'
5170,43,8,4,'2024-05-01 16:51:16.623184','POINT (55.280001295142704 25.19771246446583)'
5171,43,0,'','2024-05-01 16:54:16.550720','POINT (55.279692821947776 25.198626989601348)'
5172,43,8,4,'2024-05-01 16:57:16.478256','POINT (55.2800962728663 25.197753031239237)'
5173,43,11,4,'2024-05-01 17:00:16.405792','POINT (55.27981430313748 25.197176415111134)'
5174,43,7,2,'2024-05-01 17:03:16.333328','POINT (55.27877613155813 25.198314353223584)'
5175,43,0,'','2024-05-01 17:06:16.260864','POINT (55.28025098788415 25.197835993276453)'
5176,43,4,3,'2024-05-01 17:09:16.188400','POINT (55.27985314520821 25.19821272811238)'
5177,43,0,'','2024-05-01 17:12:16.115936','POINT (55.27804166457415 25.198405954345876)'
5178,43,0,'','2024-05-01 17:15:16.043472','POINT (55.28042252323866 25.19772319023568)'
5179,14,0,'','2024-11-15 09:27:37.000000','POINT (55.27968500000001 25.198719199999996)'
5180,14,10,2,'2024-11-15 09:30:36.969136','POINT (55.2782117360244 25.19830632305066)'
5181,14,11,4,'2024-11-15 09:33:36.938272','POINT (55.28024564367345 25.19739530152312)'
5182,14,1,6,'2024-11-15 09:36:36.907408','POINT (55.27918783659819 25.198110227172947)'
5183,14,0,'','2024-11-15 09:39:36.876544','POINT (55.27966160054075 25.198738444767372)'
5184,14,5,3,'2024-11-15 09:42:36.845680','POINT (55.280323386785184 25.197971710612137)'
5185,14,11,4,'2024-11-15 09:45:36.814816','POINT (55.279548563519654 25.197309282553217)'
5186,14,10,2,'2024-11-15 09:48:36.783952','POINT (55.27864113449093 25.1982146127694)'
5187,14,2,1,'2024-11-15 09:51:36.753088','POINT (55.27883239901378 25.19870923969054)'
5188,14,0,'','2024-11-15 09:54:36.722224','POINT (55.27909751984556 25.198296036470897)'
5189,14,2,1,'2024-11-15 09:57:36.691360','POINT (55.278899293583535 25.198710453140507)'
5190,14,0,'','2024-11-15 10:00:36.660496','POINT (55.27981658535254 25.198097574590843)'
5191,14,11,4,'2024-11-15 10:03:36.629632','POINT (55.28020163948182 25.197293378265094)'
5192,14,11,4,'2024-11-15 10:06:36.598768','POINT (55.27949024824192 25.1974566504704)'
5193,14,9,4,'2024-11-15 10:09:36.567904','POINT (55.28048725716121 25.197526398752693)'
5194,14,1,6,'2024-11-15 10:12:36.537040','POINT (55.27904056196947 25.197755328043307)'
5195,14,2,1,'2024-11-15 10:15:36.506176','POINT (55.27855431857852 25.19894555968955)'
5196,14,2,1,'2024-11-15 10:18:36.475312','POINT (55.27899952931405 25.199044113314304)'
5197,14,10,2,'2024-11-15 10:21:36.444448','POINT (55.278827431747494 25.198087476032796)'
5198,14,11,4,'2024-11-15 10:24:36.413584','POINT (55.279662639827094 25.197557322526645)'
5199,14,0,'','2024-11-15 10:27:36.382720','POINT (55.278560519038756 25.19873566366421)'
5200,14,2,1,'2024-11-15 10:30:36.351856','POINT (55.2789619232765 25.19894777661458)'
5201,14,7,2,'2024-11-15 10:33:36.320992','POINT (55.27874928308692 25.198345751052106)'
5202,14,6,2,'2024-11-15 10:36:36.290128','POINT (55.27849856779979 25.19843984415353)'
5203,14,10,2,'2024-11-15 10:39:36.259264','POINT (55.27868489065113 25.198230227662606)'
5204,14,0,'','2024-11-15 10:42:36.228400','POINT (55.27911548833752 25.198432536629845)'
5205,14,10,2,'2024-11-15 10:45:36.197536','POINT (55.27803890035247 25.198313712233578)'
5206,14,10,2,'2024-11-15 10:48:36.166672','POINT (55.27849450743132 25.198204083012055)'
5207,14,0,'','2024-11-15 10:51:36.135808','POINT (55.278735445248216 25.19866483565678)'
5208,14,2,1,'2024-11-15 10:54:36.104944','POINT (55.2786053460084 25.19892049083913)'
5209,14,10,2,'2024-11-15 10:57:36.074080','POINT (55.27814778817892 25.19831661096151)'
5210,14,0,'','2024-11-15 11:00:36.043216','POINT (55.279040737585994 25.198432961257023)'
5211,14,11,4,'2024-11-15 11:03:36.012352','POINT (55.279712788852876 25.197525793982432)'
5212,14,2,1,'2024-11-15 11:06:35.981488','POINT (55.27856987801817 25.198864938633534)'
5213,14,0,'','2024-11-15 11:09:35.950624','POINT (55.27965513676323 25.198207070505354)'
5214,14,11,4,'2024-11-15 11:12:35.919760','POINT (55.27996319816477 25.19704956644727)'
5215,14,4,3,'2024-11-15 11:15:35.888896','POINT (55.280327311917915 25.198330673130144)'
5216,14,0,'','2024-11-15 11:18:35.858032','POINT (55.2798497533618 25.198067467335825)'
5217,14,1,6,'2024-11-15 11:21:35.827168','POINT (55.27912145483154 25.197884190303927)'
5218,14,9,4,'2024-11-15 11:24:35.796304','POINT (55.28010131880702 25.1976382348741)'
5219,14,10,2,'2024-11-15 11:27:35.765440','POINT (55.278319216815355 25.198143993511305)'
5220,14,11,4,'2024-11-15 11:30:35.734576','POINT (55.27961281893757 25.197695342231512)'
5221,14,2,1,'2024-11-15 11:33:35.703712','POINT (55.2787321684554 25.19916158943872)'
5222,14,0,'','2024-11-15 11:36:35.672848','POINT (55.27873605818872 25.19773355256033)'
5223,14,1,6,'2024-11-15 11:39:35.641984','POINT (55.27906736145755 25.198073617484056)'
5224,14,10,2,'2024-11-15 11:42:35.611120','POINT (55.27850021706612 25.19788817747535)'
5225,14,0,'','2024-11-15 11:45:35.580256','POINT (55.27977523864377 25.198409095832382)'
5226,14,0,'','2024-11-15 11:48:35.549392','POINT (55.279968047088325 25.198039283685862)'
5227,14,0,'','2024-11-15 11:51:35.518528','POINT (55.28032068423659 25.197704388516915)'
5228,14,0,'','2024-11-15 11:54:35.487664','POINT (55.279410046009 25.19838902552993)'
5229,14,2,1,'2024-11-15 11:57:35.456800','POINT (55.27880596417604 25.198748337736337)'
5230,14,0,'','2024-11-15 12:00:35.425936','POINT (55.27994895456943 25.198090695633528)'
5231,14,10,2,'2024-11-15 12:03:35.395072','POINT (55.278380993318116 25.197958953605173)'
5232,14,10,2,'2024-11-15 12:06:35.364208','POINT (55.27829144751979 25.198185185028258)'
5233,14,5,3,'2024-11-15 12:09:35.333344','POINT (55.28022687270757 25.19805833131601)'
5234,14,1,6,'2024-11-15 12:12:35.302480','POINT (55.27896633867941 25.197782922459275)'
5235,14,7,2,'2024-11-15 12:15:35.271616','POINT (55.27889853997134 25.198412109554795)'
5236,14,11,4,'2024-11-15 12:18:35.240752','POINT (55.28016579160435 25.1974315968316)'
5237,14,5,3,'2024-11-15 12:21:35.209888','POINT (55.28031418358102 25.198107749430786)'
5238,14,0,'','2024-11-15 12:24:35.179024','POINT (55.280079891042284 25.197945179723146)'
5239,14,0,'','2024-11-15 12:27:35.148160','POINT (55.27850461338395 25.19883703895407)'
5240,14,0,'','2024-11-15 12:30:35.117296','POINT (55.27959299965496 25.198634041041316)'
5241,14,0,'','2024-11-15 12:33:35.086432','POINT (55.27987852309399 25.197919751975995)'
5242,14,1,6,'2024-11-15 12:36:35.055568','POINT (55.27938664489597 25.1978283655776)'
5243,14,0,'','2024-11-15 12:39:35.024704','POINT (55.28052041746082 25.19762739629266)'
5244,14,3,1,'2024-11-15 12:42:34.993840','POINT (55.27907423429345 25.198735804783865)'
5245,14,6,2,'2024-11-15 12:45:34.962976','POINT (55.2786659677896 25.198524537030686)'
5246,14,3,1,'2024-11-15 12:48:34.932112','POINT (55.27903432922001 25.198827617470858)'
5247,14,1,6,'2024-11-15 12:51:34.901248','POINT (55.27909846997847 25.19769755025822)'
5248,14,10,2,'2024-11-15 12:54:34.870384','POINT (55.27832042060846 25.19816811152453)'
5249,14,6,2,'2024-11-15 12:57:34.839520','POINT (55.278442248661406 25.19867968111635)'
5250,14,0,'','2024-11-15 13:00:34.808656','POINT (55.2786762512104 25.19859447404813)'
5251,14,0,'','2024-11-15 13:03:34.777792','POINT (55.279017073437174 25.198531386263923)'
5252,14,11,4,'2024-11-15 13:06:34.746928','POINT (55.279678626465376 25.197683148148254)'
5253,14,0,'','2024-11-15 13:09:34.716064','POINT (55.2802597478893 25.197776362312318)'
5254,14,1,6,'2024-11-15 13:12:34.685200','POINT (55.27903864277714 25.19800896677588)'
5255,14,0,'','2024-11-15 13:15:34.654336','POINT (55.2790391838057 25.198457670765784)'
5256,14,10,2,'2024-11-15 13:18:34.623472','POINT (55.2784349054026 25.19795713592121)'
5257,14,0,'','2024-11-15 13:21:34.592608','POINT (55.2800110031502 25.197886143530482)'
5258,14,7,2,'2024-11-15 13:24:34.561744','POINT (55.278845570183854 25.198443134721114)'
5259,14,0,'','2024-11-15 13:27:34.530880','POINT (55.27931134504103 25.198246292540457)'
5260,14,9,4,'2024-11-15 13:30:34.500016','POINT (55.280351920776866 25.197519394705196)'
5261,14,1,6,'2024-11-15 13:33:34.469152','POINT (55.279222656175364 25.19809344483918)'
5262,14,0,'','2024-11-15 13:36:34.438288','POINT (55.27938424380934 25.198616950750417)'
5263,14,0,'','2024-11-15 13:39:34.407424','POINT (55.28006946388024 25.19793621559645)'
5264,14,10,2,'2024-11-15 13:42:34.376560','POINT (55.2782199753571 25.198258296894092)'
5265,14,1,6,'2024-11-15 13:45:34.345696','POINT (55.279151633203085 25.197829838443848)'
5266,14,0,'','2024-11-15 13:48:34.314832','POINT (55.27907743278107 25.19815511871954)'
5267,14,1,6,'2024-11-15 13:51:34.283968','POINT (55.27912087583807 25.197941203257614)'
5268,14,11,4,'2024-11-15 13:54:34.253104','POINT (55.28017597960356 25.197117898193166)'
5269,14,11,4,'2024-11-15 13:57:34.222240','POINT (55.28021258160634 25.19736937605963)'
5270,14,10,2,'2024-11-15 14:00:34.191376','POINT (55.27863458273678 25.198130329965434)'
5271,14,0,'','2024-11-15 14:03:34.160512','POINT (55.27946099406525 25.198504788629716)'
5272,14,10,2,'2024-11-15 14:06:34.129648','POINT (55.27854746374421 25.198010544174828)'
5273,14,0,'','2024-11-15 14:09:34.098784','POINT (55.28020885545171 25.196979158114086)'
5274,14,5,3,'2024-11-15 14:12:34.067920','POINT (55.28044431124708 25.19807455396521)'
5275,14,11,4,'2024-11-15 14:15:34.037056','POINT (55.27938831422512 25.197393064132758)'
5276,14,2,1,'2024-11-15 14:18:34.006192','POINT (55.27849634483114 25.19892694305584)'
5277,14,0,'','2024-11-15 14:21:33.975328','POINT (55.27960511663473 25.197915097087062)'
5278,14,0,'','2024-11-15 14:24:33.944464','POINT (55.27888020758124 25.197648654132387)'
5279,14,2,1,'2024-11-15 14:27:33.913600','POINT (55.2784670686403 25.19891400143285)'
5280,14,0,'','2024-11-15 14:30:33.882736','POINT (55.27882663281045 25.197884300249942)'
5281,14,11,4,'2024-11-15 14:33:33.851872','POINT (55.28031341251276 25.197349880825705)'
5282,14,4,3,'2024-11-15 14:36:33.821008','POINT (55.279950853788506 25.198339897081084)'
5283,14,10,2,'2024-11-15 14:39:33.790144','POINT (55.278388986513434 25.198033164972514)'
5284,14,6,2,'2024-11-15 14:42:33.759280','POINT (55.27829059030892 25.19865873526219)'
5285,14,4,3,'2024-11-15 14:45:33.728416','POINT (55.28010522666469 25.198163175560683)'
5286,14,10,2,'2024-11-15 14:48:33.697552','POINT (55.278008801723615 25.198285870129467)'
5287,14,2,1,'2024-11-15 14:51:33.666688','POINT (55.27874282104283 25.19924606816455)'
5288,14,6,2,'2024-11-15 14:54:33.635824','POINT (55.27866676411084 25.198562364061893)'
5289,14,4,3,'2024-11-15 14:57:33.604960','POINT (55.279856910631885 25.19836970073314)'
5290,14,2,1,'2024-11-15 15:00:33.574096','POINT (55.27853653882969 25.198856349256026)'
5291,14,9,4,'2024-11-15 15:03:33.543232','POINT (55.280184832425135 25.19767414274046)'
5292,14,0,'','2024-11-15 15:06:33.512368','POINT (55.27889649700256 25.19805700344059)'
5293,14,0,'','2024-11-15 15:09:33.481504','POINT (55.280200100462146 25.197920727994294)'
5294,14,5,3,'2024-11-15 15:12:33.450640','POINT (55.28032807852702 25.1979111464072)'
5295,14,0,'','2024-11-15 15:15:33.419776','POINT (55.28018386882962 25.197955032492633)'
5296,14,0,'','2024-11-15 15:18:33.388912','POINT (55.27956037443262 25.19840945091444)'
5297,14,0,'','2024-11-15 15:21:33.358048','POINT (55.28052188967624 25.19755465045272)'
5298,14,9,4,'2024-11-15 15:24:33.327184','POINT (55.28018198102868 25.197586276053816)'
5299,14,7,2,'2024-11-15 15:27:33.296320','POINT (55.2787266094018 25.198310663139633)'
5300,14,0,'','2024-11-15 15:30:33.265456','POINT (55.27952222489887 25.198122604738572)'
5301,14,3,1,'2024-11-15 15:33:33.234592','POINT (55.27918561398294 25.198613565025916)'
5302,14,10,2,'2024-11-15 15:36:33.203728','POINT (55.27859546106177 25.198143525348875)'
5303,14,4,3,'2024-11-15 15:39:33.172864','POINT (55.28013649883862 25.198354008004376)'
5304,14,10,2,'2024-11-15 15:42:33.142000','POINT (55.27839498755368 25.19836830064999)'
5305,14,0,'','2024-11-15 15:45:33.111136','POINT (55.2785649301055 25.198712514683113)'
5306,14,2,1,'2024-11-15 15:48:33.080272','POINT (55.27862333273166 25.19909527102577)'
5307,14,11,4,'2024-11-15 15:51:33.049408','POINT (55.28001513656832 25.197179708733067)'
5308,14,0,'','2024-11-15 15:54:33.018544','POINT (55.280018030257246 25.198006663920232)'
5309,14,8,4,'2024-11-15 15:57:32.987680','POINT (55.279836178368654 25.19787562013932)'
5310,14,2,1,'2024-11-15 16:00:32.956816','POINT (55.27900706808001 25.198932968169732)'
5311,14,11,4,'2024-11-15 16:03:32.925952','POINT (55.279907359585295 25.19745175338347)'
5312,14,9,4,'2024-11-15 16:06:32.895088','POINT (55.28023953500154 25.19751712273663)'
5313,14,5,3,'2024-11-15 16:09:32.864224','POINT (55.28030505862483 25.198256872525825)'
5314,14,10,2,'2024-11-15 16:12:32.833360','POINT (55.27866443819086 25.198027470635676)'
5315,14,3,1,'2024-11-15 16:15:32.802496','POINT (55.27909920346736 25.198717833399797)'
5316,14,0,'','2024-11-15 16:18:32.771632','POINT (55.280170807642726 25.198451696924337)'
5317,14,10,2,'2024-11-15 16:21:32.740768','POINT (55.278704473711244 25.198186350933927)'
5318,14,9,4,'2024-11-15 16:24:32.709904','POINT (55.28024975063936 25.1975779580677)'
5319,14,3,1,'2024-11-15 16:27:32.679040','POINT (55.27903781512909 25.198737029422333)'
5320,14,10,2,'2024-11-15 16:30:32.648176','POINT (55.278341741927264 25.19841919280106)'
5321,14,6,2,'2024-11-15 16:33:32.617312','POINT (55.27854026135182 25.198530604869802)'
5322,14,6,2,'2024-11-15 16:36:32.586448','POINT (55.27855888458219 25.198568437579006)'
5323,14,11,4,'2024-11-15 16:39:32.555584','POINT (55.27950476283141 25.197662323787934)'
5324,14,9,4,'2024-11-15 16:42:32.524720','POINT (55.28015361536663 25.197592995143754)'
5325,14,11,4,'2024-11-15 16:45:32.493856','POINT (55.27989058562231 25.1974863618599)'
5326,14,1,6,'2024-11-15 16:48:32.462992','POINT (55.27926903329659 25.198156944681333)'
5327,14,0,'','2024-11-15 16:51:32.432128','POINT (55.27999227506823 25.198081853869624)'
5328,14,0,'','2024-11-15 16:54:32.401264','POINT (55.279480007761535 25.197919231440657)'
5329,14,9,4,'2024-11-15 16:57:32.370400','POINT (55.28023645245938 25.197543810031437)'
5330,14,0,'','2024-11-15 17:00:32.339536','POINT (55.27956936949877 25.19854421487711)'
5331,14,11,4,'2024-11-15 17:03:32.308672','POINT (55.27989227527547 25.197291197590307)'
5332,14,0,'','2024-11-15 17:06:32.277808','POINT (55.279594210670396 25.197866234793285)'
5333,14,2,1,'2024-11-15 17:09:32.246944','POINT (55.27891650088452 25.198864798978157)'
5334,14,11,4,'2024-11-15 17:12:32.216080','POINT (55.28005709826477 25.197259043105515)'
5335,14,0,'','2024-11-15 17:15:32.185216','POINT (55.28033786433632 25.197706419439733)'
5336,14,2,1,'2024-11-15 17:18:32.154352','POINT (55.27871093635084 25.198893736333254)'
